NO	phoneno	new accountno	new business name	new business type	CAT 1	CAT 2	CAT 3	CAT 4	CAT 5	CAT 6	new suburb	new buss category	new 2021 bill amount	acctual arrears	new outstanding amount	DIVISION	new payment
1385	20200001658	AYW13050026002	KINK BEAUTY PARLOUR	HAIR & BEAUTY SERVICE PROVIDERS	3	30	158	158	158	158	EAST LEGON	E	68	0	68	13	0
1386	20200001659	AYW13012018002	GOLDEN SILK	HAIR & BEAUTY SERVICE PROVIDERS	12	102	598	598	598	598	0	C	210	0	210	13	0
1387	20200001660	AYW13079003001	ANNOINTED HANDS	HAIR & BEAUTY SERVICE PROVIDERS	3	30	156	156	156	156	0	c	126	0	126	13	0
1388	20200001661	AYW13026012004	HAIR DRESSING SALON	HAIR & BEAUTY SERVICE PROVIDERS	3	30	157	157	157	157	0	D	79	0	79	13	0
1389	20200001662	AYW13009008040	BEAUTY TOUCH	HAIR & BEAUTY SERVICE PROVIDERS	3	30	157	157	157	157	0	D	79	0	79	13	0
1390	20200001663	AYW13027013002	PRINCESS LOOK	HAIR & BEAUTY SERVICE PROVIDERS	3	30	157	157	157	157	0	D 	79	0	79	13	0
1391	20200001664	AYW13032027003	ROYAL ELEGANCE	HAIR & BEAUTY SERVICE PROVIDERS	3	30	158	158	158	158	0	E	68	0	68	13	0
1392	20200001665	AYW13107013017	DEGRABIB BEAUTY SALON	HAIR & BEAUTY SERVICE PROVIDERS	3	30	156	156	156	156	0	C	126	0	126	13	0
1393	20200001666	AYW13106013001	HAIR DAY BEAUTY AND BAR	HAIR & BEAUTY SERVICE PROVIDERS	3	30	156	156	156	156	0	C	126	0	126	13	0
1394	20200001667	AYW13136002008	KAB'S GLOW PALOUR	HAIR & BEAUTY SERVICE PROVIDERS	3	30	156	156	156	156	0	C	126	0	126	13	0
1395	20200001668	AYW14153007008	PRODICK SYSTEMS	HARDWARE	7	80	475	475	475	475	AIRPORT WEST	E	250	0	250	14	0
1396	20200001669	AYW13012020003	KALUSHA VENTURES	HARDWARE	7	80	472	472	472	472	0	B	1000	0	1000	13	0
1397	20200001670	AYW13009008022	PACIFIC LOGISTICS LTD.	HARDWARE	7	80	471	471	471	471	EAST LEGON	A	1300	0	1300	13	0
1398	20200001671	AYW13013015002	EQUAL 2 LIMITED	HARDWARE	7	80	472	472	472	472	EAST LEGON	B	1000	0	1000	13	0
1399	20200001672	AYW12100001003	BENWELLS GHANA LTD.	HARDWARE	7	76	410	410	410	410	SOUTH LEGON	C	700	0	700	12	0
1400	20200001673	AYW13050028002	SCHON VENTURES	HARDWARE	7	76	410	410	410	410	BAWALESHIE/MPEHUASEM	C	700	0	700	13	0
1401	20200001674	AYW13136002004	ANGEL J	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1402	20200001675	AYW13037021001	AKO ENGINEERING LIMITED	HARDWARE	7	80	473	473	473	473	EAST LEGON EXTENSION	C	700	700	700	13	700
1403	20200001676	AYW13106017001	METRO TILES	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1404	20200001677	AYW13037008002	HIS MAJESTY	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1405	20200001678	AYW13060001002	KITCHEN WORLD	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1406	20200001679	AYW13050026007	NOVA COLOR	HARDWARE	7	80	473	473	473	473	EAST LEGON EXTENSION	C	700	0	700	13	0
1407	20200001680	AYW13106025001	NEUCE	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1408	20200001681	AYW13083007003	CLICK LOCKS	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	0	700	13	0
1409	20200001682	AYW13009001005	PORCER GHANA LTD.	HARDWARE	7	80	473	473	473	473	EAST LEGON	C	700	700	700	13	700
1410	20200001683	AYW14009002005	SAMODAK COMPANY	HARDWARE	7	80	473	473	473	473	TESANO	C	700	0	700	14	0
1411	20200001684	AYW14009003001	AQUATIC SERVICES LTD.	HARDWARE	7	80	473	473	473	473	TESANO	C	700	0	700	14	0
1412	20200001685	AYW14018005001	BUILDRES ACCESSORIES GH. LTD.	HARDWARE	7	80	473	473	473	473	ABELENKPE	C	700	0	700	14	0
1413	20200001686	AYW14052007002	AQUATEC  SERVICE LTD.	HARDWARE	7	80	473	473	473	473	ABELENKPE	C	700	700	700	14	700
1414	20200001687	AYW13062016003	SADJABI TRADING ENT.	HARDWARE	7	80	475	475	475	475	AMBASSADORIAL ENCLAV	E	250	0	250	13	0
1415	20200001688	AYW13133023004	AFRO-TINO CO. LTD.	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1416	20200001689	AYW13013013001	L & M HARDWARE	HARDWARE	7	80	475	475	475	475	BAWALESHIE/MPEHUASEM	E	250	0	250	13	0
1417	20200001690	AYW13129001002	YALE UNION	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	250	250	13	250
1418	20200001691	AYW13046001004	HARDWARE MARKET	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	250	250	13	250
1419	20200001692	AYW12082001004	MERCHANT DAUGHTERS	HARDWARE	7	80	475	475	475	475	UNIVERSITY O	E	250	0	250	12	0
1420	20200001693	AYW13107007006	MABEL ABBEY	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1421	20200001694	AYW13107015001	SULAS ENTERPRISE.	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1422	20200001695	AYW13106007006	KALUSHA VENTURES	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	250	250	13	250
1423	20200001696	AYW13106027001	SIKELELE LIMITED	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1424	20200001697	AYW13050005002	DEBOAT HOMES DECOR	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1425	20200001698	AYW13007005009	WATER POWER PLUMBING WORK	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1426	20200001699	AYW13013031005	EQUAL 2	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1427	20200001700	AYW13106017020	ANCHOR DOORS	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	250	300	13	200
1428	20200001701	AYW13013026001	JOETEX VENTURES	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	250	400	13	100
1429	20200001702	AYW13012007009	K. BENNETH EN.	HARDWARE	7	80	475	475	475	475	EAST LEGON	E	250	0	250	13	0
1430	20200001703	AYW14005033001	KASPONG COMPANY LTD.	HARDWARE	7	80	475	475	475	475	TESANO	E	250	0	250	14	0
1431	20200001704	AYW14009009003	AGNES ANSONG ENT.	HARDWARE	7	80	475	475	475	475	TESANO	E	250	0	250	14	0
1432	20200001705	AYW14009009004	CASTLE BUILD ENT.	HARDWARE	7	80	475	475	475	475	TESANO	E	250	0	250	14	0
1433	20200001706	AYW14018004001	YOMU ENT.	HARDWARE	7	80	475	475	475	475	ABELENKPE	E	250	0	250	14	0
1434	20200001707	AYW14018004002	ALUMINE MOTORS	HARDWARE	7	80	475	475	475	475	ABELENKPE	E	250	0	250	14	0
1435	20200001708	AYW14018012001	NAA DEIDE PIAM ENTERPRISE	HARDWARE	7	80	475	475	475	475	ABELENKPE	E	250	0	250	14	0
1436	20200001709	AYW14153011019	ALMIGHTY PLUMBERING WORKS	HARDWARE	7	80	475	475	475	475	AIRPORT WEST RES. AR	E	250	250	250	14	250
1437	20200001710	AYW14018012003	NAA-DEIDE PIAM LTD.	HARDWARE	7	80	475	475	475	475	ABELENKPE	E	250	0	250	14	0
1438	20200001715	AYW12073015001	SAMODAK	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	W. LANDS	B	1368	0	1368	12 paid	0
1439	20200001716	AYW13129008003	VANTAGE HOMES	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	EAST LEGON	B	1368	0	1368	13	0
1440	20200001717	AYW13129005008	VANTAGE HOME EXPO LIMITED	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	EAST LEGON	B	1368	0	1368	13	0
1441	20200001718	AYW14101009001	AQUAGRO LIMITED	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	DZORWULU	B	1368	0	1368	14	0
1442	20200001719	AYW14140007001	SUPERLOCKS TECHNOLOGIES	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	AIRPORT WEST RES. AR	B	1368	1367.6	1368	14	1367.6
1443	20200001720	AYW14110012008	EARLBEAM TRADING	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	DZORWULU	B	1368	1367.6	1367.6	14	1368
1444	20200001721	AYW13053005003	PLASTOFER GHANA LTD.	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	EAST LEGON	C	1052	1052	1052	13	1052
1445	20200001722	AYW14104001001	SKY SCAPE CO. LTD.	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	DZORWULU	C	1052	1052	1052	14	1052
1446	20200001723	AYW14009019005	P.G.C. LTD.	BUILDING MATERIALS (DISTRIBUTOR/WHOLESALER)	7	76	409	409	409	409	TESANO	C	1052	0	1052	14	0
1447	20200001724	AYW14149001003	MONURENT (GH) LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	129	129	129	129	AIRPORT WEST RES. AR	A	8942	0	8942	14	0
1448	20200001725	AYW14173016001	METSO MINERAL (GH) LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	AIRPORT WEST	B	4208	0	4208	14	0
1449	20200001726	AYW14176012001	SANDUIK MINING AND CONSTRUCTION GHANA  LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	AIRPORT HILL RES. AR	B	4208	4208	4208	14	4208
1450	20200001727	AYW14187009001	LIEBHERR MINING GHANA LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	AIRPORT WEST	B	4208	0	4208	14	0
1451	20200001728	AYW14189001001	ZEST ELCT. GH. LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	AIRPORT WEST RES. AR	B	4208	4208	4208	14	4208
1452	20200001729	AYW14104008004	EQUIPMENT DEPOT	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	DZORWULU	B	4208	0	4208	14	0
1453	20200001730	AYW14155011002	PANAFRICA QUIPMENT GH. LTD.	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	AIRPORT WEST	B	4208	4208	4208	14	4208
1454	20200001731	AYW14113027001	SCANIA WEST AFRICA	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	DZORWULU	B	4208	4208	4208	14	4208
1455	20200001732	AYW14077013003	H.M.D FOREWIN	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	S.C.C./PLANTPOOL	B	4208	0	4208	14	0
1456	20200001733	AYW14114012021	KANU EQUIPMENT GH. LTD	HEAVY EQUIPMENT HIRING SERVICES	3	24	130	130	130	130	DZORWULU	B	4208	0	4208	14	0
1457	20200001735	AYW13129004002	FOHOW INTENATIONAL COMPANY LTD.	HEALTH FACILITIES - LICENCED HERBAL MEDICINE UNITS	18	160	830	830	830	830	EAST LEGON	D	337	0	337	13	0
1458	20200001736	AYW13040019002	HEALTH SECRETS	HEALTH FACILITIES - LICENCED HERBAL MEDICINE UNITS	18	160	831	831	831	831	EAST LEGON	E	210	0	210	13	0
1459	20200001737	AYW14040006005	KWAYEMU HERBALS	HEALTH FACILITIES - LICENCED HERBAL MEDICINE UNITS	18	160	832	832	832	832	NORTH DZORWULU	F	105	0	105	14	0
1460	20200001738	AYW12083001007	BAKANA HOSTEL	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	UNIVERSITY O	A	1800	0	1800	12	0
1461	20200001739	AYW13015005001	MONARCH HOSTEL	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	BAWALESHIE/MPEHUASEM	A	1800	0	1800	13	0
1462	20200001740	AYW13036001001	NIL	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	EAST LEGON EXTENSION	A	1800	0	1800	13	0
1463	20200001741	AYW13047046002	SANCITY INT. HOSTEL	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	EAST LEGON	A	1800	0	1800	13	0
1464	20200001742	AYW13030032001	GARNET HOSTEL	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	EAST LEGON	A	1800	0	1800	13	0
1465	20200001743	AYW14199011001	HOLI FLATS	HOTELS (PRIVATE)	29	212	1051	1051	1051	1051	AIRPORT WEST	A	1800	0	1800	14	0
1466	20200001744	AYW13036022001	KINGSBRIDGE ROYAL HOTEL	HOTELS (PRIVATE)	29	212	1047	1047	1047	1047	0	C	760	0	760	13	0
1467	20200001745	AYW12099008001	CALWALL T/A FIESTA ROYALE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	NORTH DZORWU	B	6000	0	6000	12  paid	0
1468	20200001746	AYW13132009001	MENSVIC GRAND HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	EAST LEGON	B	6000	0	6000	13	0
1469	20200001747	AYW14192002001	AIRPORT VIEW HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	AIRPORT WEST	B	6000	6101.6	6000	14	6101.6
1470	20200001748	AYW14196004004	GOLDEN TULIP HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	AIRPORT COMMERCIAL	B	6000	6101.6	6000	14	6101.6
1471	20200001749	AYW14204003001	M-PLAZA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	ROMAN RIDGE	B	6000	0	6000	14	0
1472	20200001750	AYW14199010001	BEST WESTERN PREMIER ACCRA AIRPORT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	AIRPORT WEST RES. AR	B	6000	6101.6	6000	14	6101.6
1473	20200001751	AYW14202008001	TANG PALACE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1045	1045	1045	1045	ROMAN RIDGE	B	6000	6101.6	5999.6	14	6102
1474	20200001752	AYW12101007001	TRAVEL EXPRESS INTERNATIONAL HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	SOUTH LEGON	C	2100	0	2100	12	0
1475	20200001753	AYW12099016001	GIBS INTERNATIONAL HOSTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	NORTH DZORWULU	C	2100	0	2100	12	0
1476	20200001754	AYW12101007003	TULIP INN HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	SOUTH LEGON	C	2100	0	2100	12  paid	0
1477	20200001755	AYW13111004002	M. J. GRAND HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	EAST LEGON	C	2100	2156.6	2756.6	13	1500
1478	20200001756	AYW13123002001	TOMREIK HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	EAST LEGON	C	2100	0	2100	13	0
1479	20200001757	AYW13049019001	HOTEL CASARER'E	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	EAST LEGON EXTENSION	C	2100	0	2100	13	0
1480	20200001758	AYW14104008001	EARLBEAM HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	DZORWULU	C	2100	0	2100	14	0
1481	20200001759	AYW14159001001	CROWN APARTMENTO HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	AIRPORT WEST	C	2100	2156.6	2100	14	2156.6
1482	20200001760	AYW14224002001	THE AFRICAN REGENT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	AIRPORT WEST RES. AR	C	2100	0	2100	14	0
1483	20200001763	AYW12101001003	CJIC TOWERS	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	DZORWULU	C	2100	2156.6	3056.6	12	1200
1484	20200001764	AYW12096001001	NOGAHIL HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	NORTH DZORWULU	D	750	0	750	12	0
1485	20200001765	AYW12083001005	GOLF SUITES HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	UNIVERSITY O	D	750	0	750	12	0
1486	20200001766	AYW12083001006	SKY BRIGHT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	UNIVERSITY O	D	750	0	750	12	0
1487	20200001767	AYW12102001018	OLIVE HEIGHT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	UNIVERSITY O	D	750	0	750	12	0
1488	20200001768	AYW13031009001	PEKAN HOTELS	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON EXTENSION	D	750	790	750	13	790
1489	20200001769	AYW13062046001	ELLKING HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AMBASSADORIAL ENCLAV	D	750	0	750	13	0
1490	20200001770	AYW13084015001	SONANT COURT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1491	20200001771	AYW13119012001	EAST GATE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	SHIASHIE	D	750	790	750	13	790
1492	20200001772	AYW13120006001	MIKLIN HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	SHIASHIE	D	750	0	750	13	0
1493	20200001773	AYW13123027001	ANGE HILL HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	790	750	13	790
1494	20200001774	AYW13134001001	ERATA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	790	750	13	790
1495	20200001775	AYW13142013001	OAK PLAZA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	790	750	13	790
1496	20200001776	AYW13071015001	MIRAGE ROYALE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1497	20200001777	AYW13037023001	FOREST GATE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON EXTENSION	D	750	0	750	13	0
1498	20200001778	AYW13144019001	NIRVANA INN HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1499	20200001779	AYW13056033004	M SUITES LIMITED	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1500	20200001780	AYW13032027002	RUBY KAY HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON EXTENSION	D	750	790	1240	13	300
1501	20200001781	AYW13071003001	STY HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1502	20200001782	AYW13105008001	GOLDEN KEY HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1503	20200001783	AYW13124006004	TIMELESS SERVICES LIMITED	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	EAST LEGON	D	750	0	750	13	0
1504	20200001784	AYW13064001001	ROYAL BEULAH HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT COMMERCIAL	D	750	0	750	13	0
1505	20200001785	AYW14021003001	GLOBAL SUMMER HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	ACHIMOTA FOREST RESI	D	750	0	750	14	0
1506	20200001786	AYW14078007001	FIRST CHOICE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	DZORWULU	D	750	0	750	14	0
1507	20200001787	AYW14105007001	RELAX COURT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	DZORWULU	D	750	0	750	14	0
1508	20200001788	AYW14110022003	CONTINENTAL PLAZA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	DZORWULU	D	750	0	750	14	0
1509	20200001789	AYW14138007001	AIRPORT WEST HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST	D	750	0	750	14	0
1510	20200001790	AYW14143009001	OASIS LODGE LTD.	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST	D	750	790	750	14	790
1511	20200001791	AYW14177011001	ESTHER HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT HILL RES. AR	D	750	0	750	14	0
1512	20200001792	AYW14180001001	AIRSIDE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST RES. AR	D	750	0	750	14	0
1513	20200001793	AYW14200007001	HOTEL GEORGIA	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST	D	750	0	750	14	0
1514	20200001794	AYW14178015002	THE CONGRESS HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST	D	750	0	750	14	0
1515	20200001795	AYW14061003001	RAYPORSH HOTEL LTD.	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	ABELENKPE	D	750	0	750	14	0
1516	20200001796	AYW14103004001	EAGLES	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT HILL RES. AR	D	750	790	750	14	790
1517	20200001797	AYW14191014020	CITY ESCAPE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST RES. AR	D	750	0	750	14	0
1518	20200001798	AYW14047002003	SILICON LODGE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	ABELENKPE	D	750	0	750	14	0
1519	20200001799	AYW14181020001	VILLA MONTICELLO HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	AIRPORT WEST	D	750	0	750	14	0
1520	20200001802	AYW14130007001	NEOPOLEAN HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1047	1047	1047	1047	DZORWULU	D	750	0	750	14	0
1521	20200001803	AYW12101001001	G. S. PLAZA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1046	1046	1046	1046	SOUTH LEGON	D	2156.6	2156.6	2157.2	12	2156
1522	20200001804	AYW13060022001	SELINA LODGE	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	EAST LEGON	E	450	420.8	370.8	13	500
1523	20200001805	AYW13056028002	BEST ONE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	EAST LEGON	E	450	0	450	13	0
1524	20200001806	AYW13056033005	M-SUITS HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	EAST LEGON	E	450	0	450	13	0
1525	20200001807	AYW13094014001	EMPIRE STATE HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	AMBASSADORIAL ENCLAV	E	450	0	450	13	0
1526	20200001808	AYW14004001001	PENWOOD HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	TESANO	E	450	420.8	450	14	420.8
1527	20200001809	AYW14017007003	SANTANA HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	ABELENKPE	E	450	420.8	681.8	14	189
1528	20200001810	AYW14164027001	LAVENDER LODGE	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	AIRPORT HILL RES. AR	E	450	0	450	14	0
1529	20200001811	AYW13129011001	ARISTOCRAT HOTEL	HOTELS/ BEACH RESORTS/ MOTELS	29	212	1050	1050	1050	1050	EAST LEGON	E	450	0	450	13	0
1530	20200001812	AYW14124005003	ESLAND HOTEL	BUDGET HOTELS 	29	212	1049	1049	1049	1049	DZORWULU	A	189	0	189	14	0
1531	20200001813	AYW12102001001	MUNICH MAURITIUS LTD.	BUDGET HOTELS 	29	212	1050	1050	1050	1050	NORTH DZORWULU	B	420	0	420	12	0
1532	20200001814	AYW13046015002	CHEZ-MOI HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	EAST LEGON	B	420	0	420	13	0
1533	20200001815	AYW14010022001	ANOKYE HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	TESANO	B	420	0	420	14	0
1534	20200001816	AYW14059001003	MAINLAND HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	ABELENKPE	B	420	0	420	14	0
1535	20200001817	AYW14062001001	SANTANA HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	ABELENKPE	B	420	420	651	14	189
1536	20200001818	AYW14118011001	ADESKO HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	DZORWULU	B	420	420	620	14	220
1537	20200001819	AYW14128013001	HILL VIEW LODGE	BUDGET HOTELS 	29	212	1050	1050	1050	1050	DZORWULU	B	420	420	420	14	420
1538	20200001820	AYW14005028001	NICOS LODGE	BUDGET HOTELS 	29	212	1050	1050	1050	1050	TESANO	B	420	420	651	14	189
1539	20200001821	AYW14003008002	SANTANA HOTEL	BUDGET HOTELS 	29	212	1050	1050	1050	1050	TESANO	B	420	420	651	14	189
1540	20200001823	AYW14195002004	FAN MILK GHANA LIMITED	ICE CREAM/ YOGHURT DEALERS	14	124	692	692	692	692	AIRPORT COMMERCIAL	C	1368	1367.6	1368	14	1367.6
1541	20200001824	AYW13108001008	AKSA GENERATOR GH LTD	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	2315	2680	13	2135
1542	20200001826	AYW13105003001	TIANSHI CO. LTD.	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	2500	2500	13	2500
1543	20200001827	AYW13140015002	INTER-AFRIQUE CAPITAL	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	SHIASHIE	A	2500	0	2500	13	0
1544	20200001828	AYW13056030020	MAX INTERNATIONAL	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	2500	2500	13	2500
1545	20200001829	AYW13060026006	SUN IN LIMITED	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	0	2500	13	0
1546	20200001830	AYW13128019002	J. M. G. L. LIMITED	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	2500	2500	13	2500
1547	20200001831	AYW13069007001	VIDA DIVINA	IMPORTERS WITH WHOLESALES	30	223	1137	1137	1137	1137	EAST LEGON	A	2500	0	2500	13	0
