ELECTORA AREA,TOWN,PRIMARY CONTACT,PROPERTY OWNER,DIVISION,CAT1,CAT2,CAT3,CAT4,CAT5,CAT6,ELECTORAL AREA,TOWN,PROPERTY ADDRESS,ACCOUNT NUMBER,VALUATION STATUS,NEW RATEABLE VALE , new rate impost ,2020 AREARS,2021 CURRENT BILL,OUTSTANDING. BALANCE,PAYMENT,BLOCK NO,PLOT NO,PROP TYPE,PROP CAT/USECODE,
3,12,2030006212,MRS COMFORT ENGMANN,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,.,AYW14043014,1,24085.6, 0.011210 ,638,270,908,500,43,14,R1B,RP,
3,12,2030006213,BENJAMIN NYADROR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C279/18,AYW14043015,1,29364.1, 0.009195 ,810,270,1080,0,43,15,R1B,RP,
3,12,2030006214,DANIEL AHLIDJAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C270/18,AYW14043016,1,22918.4, 0.011781 ,608,270,878,0,43,16,R1B,RP,
3,12,2030006215,ALFRED DEGBOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C281/18,AYW14043017,1,33879.7, 0.007969 ,810,270,1080,0,43,17,R1B,RP,
3,12,2030006216,ERNEST,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,107 AFUNYA STR,AYW14043018,1,18938.4, 0.014257 ,810,270,1080,0,43,18,R1B,RP,
3,12,2030006217,STEVE KWEKU CANDREJA,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,109 AFUNYA GUEST HOU,AYW14043019,1,200718, 0.002880 ,-2.86,578.07,575.21,580,43,19,R1B,RP,
3,12,2030006218,N.K MEASAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C284/18,AYW14043020,1,31820, 0.008485 ,0,270,270,270,43,20,R1B,RP,
3,12,2030006219,S.K.A ADDIPAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C287/18,AYW14043021,1,24197.2, 0.011158 ,-642.5,270,-372.5,1452.5,43,21,R1B,RP,
3,12,2030006220,ALHAJI ISSIFU ALI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,25,AYW14044001,1,55377.9, 0.004876 ,310,270,580,0,44,1,R1B,RP,
3,12,2030006221,CHRISTIANA GARDNER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C385/18,AYW14044002,1,25842, 0.010448 ,810,270,1080,0,44,2,R1B,RP,
3,12,2030006222,VICTOR OPOKU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C385A/18,AYW14044003,1,6986.2, 0.038648 ,0,270,270,270,44,3,R1B,RP,
3,12,2030006223,ADJEI ADJO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C378/18,AYW14044004,1,13875.1, 0.019459 ,810,270,1080,0,44,4,R1B,RP,
3,12,2030006224,THOMAS KODWO SODOKE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C(C385/18,AYW14044005,1,21489.7, 0.012564 ,560,270,830,250,44,5,R1B,RP,
3,12,2030006225,A. KEDOPEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,6(C384/18),AYW14044006,1,27329.8, 0.009879 ,810,270,1080,0,44,6,R1B,RP,
3,12,2030006226,MATTHEW SEWORDOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,8(C382/18,AYW14044007,1,17713.7, 0.015242 ,560,270,830,0,44,7,R1B,RP,
3,12,2030006227,HANSON A. AZIAMAL,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,10(C382/18),AYW14044008,1,39488, 0.006838 ,410,270,680,0,44,8,R1B,RP,
3,12,2030006228,LEONARD AFLAKPUI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,402(C380/18),AYW14044009,1,23347, 0.011565 ,310,270,580,500,44,9,R1B,RP,
3,12,2030006229,EMMANUEL NASHINTSON ANUD,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,23,AYW14044010,1,22626.4, 0.011933 ,310,270,580,500,44,10,R1B,RP,
3,12,2030006230,AKOSUA SATEKLAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,21,AYW14044011,1,5389.1, 0.050101 ,810,270,1080,0,44,11,R1B,RP,
3,12,2030006231,ESINAM S,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,3,AYW14044012,1,20063, 0.013458 ,810,270,1080,0,44,12,R1B,RP,
3,12,2030006232,EBENEZER ARYEH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C377/18,AYW14044013,1,35807.8,0,0,0,0,0,44,13,R1B,DR,
3,12,2030006233,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,,AYW14044014,1,16866.7,0,0,0,0,0,44,14,R1B,DR,
3,12,2030006234,KAMASA SEABEDOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,(C387/18),AYW14044015,1,47464.2, 0.005688 ,0,270,270,810,44,15,R1B,RP,
3,12,2030006235,ABUKARI ZABU ZUGU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,11/C388/18,AYW14044016,1,27861.6, 0.009691 ,210,270,480,300,44,16,R1B,RP,
3,12,2030006236,AGODZO ROLAND,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,13,AYW14044017,1,24412.8, 0.011060 ,270,270,540,0,44,17,R1B,RP,
3,12,2030006237,E.P. CHURCH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,400,AYW14044018,1,18948.5, 0.014249 ,270,270,540,0,44,18,R1B,RP,
3,12,2030006238,JOHN LACKLAND SAM,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C88/18,AYW14045001,1,15200.6, 0.017762 ,810,270,1080,0,45,1,R1B,RP,
3,12,2030006239,ADJOA DZOBO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,102(248/18),AYW14045002,1,17930.5, 0.015058 ,410,270,680,400,45,2,R1B,RP,
3,12,2030006240,ASIBI SEIDU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,104(C249/18),AYW14045003,1,19157.8, 0.014093 ,810,270,1080,0,45,3,R1B,RP,
3,12,2030006241,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,106,AYW14045004,1,0,0,0,0,0,0,45,4,R1B,UC,
3,12,2030006242,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,-,AYW14045005,1,0,0,0,0,0,0,45,5,R1B,VP,
3,12,2030006243,FRANK N. SEWORDOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,110(251/18),AYW14045006,1,14704.1, 0.018362 ,0,270,270,540,45,6,R1B,RP,
3,12,2030006244,BON ARRIVE SUPERMARKET LTD.,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,112 (252/18),AYW14045007,1,24997.5, 0.014401 ,0,360,360,720,45,7,R1A,RP,
3,12,2030006245,MAD. DEI KOTEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C253/18,AYW14045008,1,47956.1, 0.005630 ,540,270,810,0,45,8,R1B,RP,
3,12,2030006246,REV. L.K. NUWUSUAKO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,401(246/18),AYW14045009,1,15873.1, 0.017010 ,0,270,270,270,45,9,R1B,RP,
3,12,2030006247,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,103,AYW14045010,1,13632.5, 0.019806 ,510,270,780,300,45,10,R1B,RP,
3,12,2030006248,BESAH AFLAKPUI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,105(244/18),AYW14045011,1,18871.8, 0.014307 ,810,270,1080,0,45,11,R1B,RP,
3,12,2030006249,A. APILAPI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,107(245/18),AYW14045012,1,19987, 0.013509 ,810,270,1080,0,45,12,R1B,RP,
3,12,2030006250,KWABINA MARTEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,109(242/18),AYW14045013,1,31831.6, 0.008482 ,810,270,1080,0,45,13,R1B,RP,
3,12,2030006251,TORGBE WORNAWO II,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,111/C241/18,AYW14045014,1,16763.2, 0.016107 ,0,270,270,540,45,14,R1B,RP,
3,12,2030006252,YAWVI ADEHE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,113/C240/18,AYW14045015,1,16319, 0.016545 ,0,270,270,540,45,15,R1B,RP,
3,12,2030006253,FIDELIA GRAY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,115/C239/18,AYW14045016,1,15542.2, 0.017372 ,610,270,880,200,45,16,R1B,RP,
3,12,2030006254,ANDREWS SENYAGLO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C238/18,AYW14045017,1,21784.6, 0.012394 ,810,270,1080,0,45,17,R1B,RP,
3,12,2030006255,VICTOR SENYAGLOH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C238A/18,AYW14045018,1,8029.7, 0.033625 ,810,270,1080,0,45,18,R1B,RP,
3,12,2030006256,GEORGE FIAVOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,401(C238B/18),AYW14045019,1,12124.8, 0.022268 ,810,270,1080,0,45,19,R1B,RP,
3,12,2030006257,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,113A(C240A/18),AYW14045020,1,8225, 0.032827 ,810,270,1080,0,45,20,R1B,RP,
3,12,2030006258,JOHN LACKLAND SAM,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C88/18,AYW14046001,1,26287.6, 0.010271 ,810,270,1080,0,46,1,R1B,RP,
3,12,2030006259,CHRISTIANA KUMAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,187/1/ (22AFUNYA ST),AYW14046002,1,25076.1, 0.010767 ,540,270,810,0,46,2,R1B,RP,
3,12,2030006260,VINTI D. GOKALDAS,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C86/18,AYW14046003,1,31010.2, 0.008707 ,270,270,540,270,46,3,R1B,RP,
3,12,2030006261,KOFI AGYMANG PREMPEH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,-,AYW14046004,1,33260.5, 0.008118 ,410,270,680,400,46,4,R1B,RP,
3,12,2030006262,REGISTRAR GENERAL DEPT.,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C84/18,AYW14046005,1,26226.7, 0.010295 ,270,270,540,270,46,5,R1B,RP,
3,12,2030006263,S.N. QUAYE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C94/18,AYW14046006,1,33770.9, 0.007995 ,540,270,810,0,46,6,R1B,RP,
3,12,2030006264,A.B OSENE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C83/18,AYW14046007,1,27200.2, 0.009926 ,60,270,330,300,46,7,R1B,RP,
3,12,2030006265,MRS G. SALLY YEBOAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C36/18,AYW14046008,1,59393.93, 0.016500 ,2940,980,3920,0,46,8,R1B,CP,
3,12,2030006266,M.S. KING,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C89/18,AYW14046009,1,55294.3, 0.004883 ,70,270,340,0,46,9,R1B,RP,
3,12,2030006267,ALEX COFFIE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C91/18,AYW14046010,1,32565.2, 0.008291 ,810,270,1080,0,46,10,R1B,RP,
3,12,2030006268,J.K. OWUSU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C92/18,AYW14046011,1,29978.2, 0.009007 ,810,270,1080,0,46,11,R1B,RP,
3,12,2030006269,GEORGE TETTEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C93/18,AYW14046012,1,32582.9, 0.008287 ,-40,270,230,850,46,12,R1B,RP,
3,12,2030006270,S.N OCQUAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C94A/18,AYW14046013,1,26219.4, 0.010298 ,120,270,390,690,46,13,R1B,RP,
3,12,2030006271,R.S.M. KRAMO WANGARA (RTED),14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C34/18,AYW14046014,1,29631.7, 0.009112 ,310,270,580,500,46,14,R1B,RP,
3,12,2030006272,MR BLAY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C35/18,AYW14046015,1,34381, 0.007853 ,-0.48,270,269.52,270,46,15,R1B,RP,
3,12,2030006273,SHAFIC SHAARANI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,,AYW14046016,1,500000, 0.003600 ,3600,1800,5400,0,46,16,R1A,RP,
3,12,2030006274,MR. ABDUL MAJDEED PIO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C98/18,AYW14047001,1,17676.4, 0.015275 ,270,270,540,0,47,1,R1B,RP,
3,12,2030006275,TETTEYVI JOHN,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C97/18,AYW14047002,1,19435.9, 0.013892 ,810,270,1080,0,47,2,R1B,RP,
3,12,2030006276,FELICIA OPOKU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C96/18(204 OSEKAN ST,AYW14047003,1,71465.8, 0.003778 ,0,270,270,270,47,3,R1B,RP,
3,12,2030006277,MRS. AMY NYLANDER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,208 OSEKAN ST,AYW14047004,1,43240.2, 0.006244 ,810,270,1080,0,47,4,R1B,RP,
3,12,2030006278,BABA ABDUL KADRI SALLEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C103B/18,AYW14047005,1,27355.1, 0.009870 ,810,270,1080,0,47,5,R1B,RP,
3,12,2030006279,ARMED SALLEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,212 OSEKAN ST,AYW14047006,1,19963.9, 0.013524 ,270,270,540,0,47,6,R1B,RP,
3,12,2030006280,PRINCE MUHAMMED ADDO-YOBO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C33/18 (214 OSEKAN S,AYW14047007,1,17704.5, 0.015250 ,0,270,270,270,47,7,R1B,RP,
3,12,2030006281,B. OSEI GYATENG,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C32/18 (232 ASHAKLE,AYW14047008,1,47323.8, 0.005705 ,810,270,1080,0,47,8,R1B,RP,
3,12,2030006282,THERESAH BROBBEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,14 MAHEAN ST C99/18,AYW14047009,1,87997.5, 0.003068 ,810,270,1080,0,47,9,R1B,RP,
3,12,2030006283,MRS ELIZABETH GAYE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C99A/18,AYW14047010,1,33990.2, 0.007943 ,810,270,1080,0,47,10,R1B,RP,
3,12,2030006284,AFI GBORGLAH ADZAKU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C100/18,AYW14047011,1,22213.2, 0.012155 ,0,270,270,270,47,11,R1B,RP,
3,12,2030006285,MR. JOHN KING,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C101/18,AYW14047012,1,58570.5, 0.016500 ,-1.18,966.41,965.23,967,47,12,R1B,CP,
3,12,2030006286,KUEVI JOSEPHINE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C102/18,AYW14047013,1,28714.8, 0.009403 ,810,270,1080,0,47,13,R1B,RP,
3,12,2030006287,AHMED SALLEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C103A/18,AYW14047014,1,27030.6, 0.009989 ,270,270,540,0,47,14,R1B,RP,
3,12,2030006288,HAJIA MARRIAN SALLEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C103/18,AYW14047015,1,46413.3, 0.005817 ,270,270,540,0,47,15,R1B,RP,
3,12,2030006289,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C29/18,AYW14047016,1,60838, 0.004438 ,810,270,1080,0,47,16,R1B,RP,
3,12,2030006290,DR. C.B LONDONG,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,228 ASIAKLE AVE (C30,AYW14047017,1,31240.8, 0.008643 ,240,270,510,270,47,17,R1B,RP,
3,12,2030006291,MR. J.N.K. KISSEIH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,230 ASHIAKLE AVE C31,AYW14047018,1,31472.2, 0.008579 ,270,270,540,0,47,18,R1B,RP,
2,1,2030006292,DACHEL & CO. LTD.,14,12,32,230,848,1064,1158,AIRPORT WEST,AIRPORT WEST RES. AR,,AYW14047066,1,263888.88, 0.003600 ,2850,950,3800,0,47,66,R1A,RP,
3,12,2030006293,JOSEPH LOKKO DALMEIDA,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C229/18,AYW14048001,1,29268.3, 0.009225 ,540,270,810,0,48,1,R1B,RP,
3,12,2030006294,C.M.K. DZOKOTO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C230/18,AYW14048002,1,19459, 0.013875 ,810,270,1080,0,48,2,R1B,RP,
3,12,2030006295,HAJIA NAPHISA BRAHIM,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C231/18,AYW14048003,1,29811.9, 0.009057 ,0,270,270,270,48,3,R1B,RP,
3,12,2030006296,DR. STEPHEN QUARSHIE WOYOME,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C231A/18,AYW14048004,1,31173.9, 0.008661 ,810,270,1080,0,48,4,R1B,RP,
3,12,2030006297,COMFORT TUDZI ACOLATSE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C232/18,AYW14048005,1,21613, 0.012492 ,540,270,810,0,48,5,R1B,RP,
3,12,2030006298,COMFORT TUGZI ACOLATSE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C234/18,AYW14048006,1,25510.7, 0.010584 ,810,270,1080,0,48,6,R1B,RP,
3,12,2030006299,ANUM ADEHE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C235/18,AYW14048007,1,31120, 0.008676 ,810,270,1080,0,48,7,R1B,RP,
3,12,2030006300,PHILIP SARPONG,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C236/18,AYW14048008,1,59963.1, 0.004503 ,540,270,810,0,48,8,R1B,RP,
3,12,2030006301,GLADYS KORANKYE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C228/18,AYW14048009,1,42121.1, 0.006410 ,0,270,270,270,48,9,R1B,RP,
3,12,2030006302,NACIB &CLUADIA AKIM,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C227/18,AYW14048010,1,30622.6, 0.008817 ,0,270,270,270,48,10,R1B,RP,
3,12,2030006303,AHIAGBENU K. RAPHAEL,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C226/18,AYW14048011,1,30444.4, 0.008869 ,0,270,270,270,48,11,R1B,RP,
3,12,2030006304,FEDELIA AMEGAVI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C225/18,AYW14048012,1,22811.2, 0.011836 ,510,270,780,300,48,12,R1B,RP,
3,12,2030006305,STEPHEN ADZAKPA,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C224/18,AYW14048013,1,19765.5, 0.013660 ,810,270,1080,0,48,13,R1B,RP,
3,12,2030006306,ADEHE AYEKPLE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C223/18,AYW14048014,1,67156.6, 0.004020 ,210,270,480,300,48,14,R1B,RP,
3,12,2030006307,V.K. KUMASSAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C222/18,AYW14048015,1,40091.1, 0.006735 ,810,270,1080,0,48,15,R1B,RP,
3,12,2030006308,S.N. ANIPAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C221/18,AYW14048016,1,27024.7, 0.009991 ,810,270,1080,0,48,16,R1B,RP,
3,12,2030006309,MENSAH KIETSO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,398/18,AYW14049001,1,16546.7, 0.016317 ,540,270,810,0,49,1,R1B,RP,
3,12,2030006310,DELOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C397/18,AYW14049002,1,9406.5, 0.028704 ,810,270,1080,0,49,2,R1B,RP,
3,12,2030006311,OWNER/OCCUPIER,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C396/18,AYW14049003,1,0,0,0,0,0,0,49,3,R1B,DR,
3,12,2030006312,GYETENG GYANATOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C395/18,AYW14049004,1,38159, 0.007076 ,810,270,1080,0,49,4,R1B,RP,
3,12,2030006313,KWASI LUKUTU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,395A/18,AYW14049005,1,24552.4, 0.010997 ,710,270,980,0,49,5,R1B,RP,
3,12,2030006314,TEYE ARYITEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C394/18,AYW14049006,1,20275.1, 0.013317 ,810,270,1080,0,49,6,R1B,RP,
3,12,2030006315,J.K. ANOM,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C393/18,AYW14049007,1,47648.4, 0.005667 ,810,270,1080,0,49,7,R1B,RP,
3,12,2030006316,KWESI KEKYERE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C400/18,AYW14049008,1,48664.6, 0.005548 ,810,270,1080,0,49,8,R1B,RP,
3,12,2030006317,KUKUBOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C401/18,AYW14049009,1,29431.9, 0.009174 ,810,270,1080,0,49,9,R1B,RP,
3,12,2030006318,EMMANUEL OSEI AGYAPONG,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C402/18,AYW14049010,1,61195.2, 0.004412 ,810,270,1080,0,49,10,R1B,RP,
3,12,2030006319,ABDALLAH MUBARAK A,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C403A/18,AYW14049011,1,29206.4, 0.009245 ,270,270,540,540,49,11,R1B,RP,
3,12,2030006320,C.M AFLAKPUI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C403/18,AYW14049012,1,32563.8, 0.008291 ,0,270,270,270,49,12,R1B,RP,
3,12,2030006321,PAUL GAKPO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C404/18,AYW14049013,1,30853.1, 0.008751 ,340,270,610,200,49,13,R1B,RP,
3,12,2030006322,STAFF SERGEANT GIDEON KOJO TSIGBEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C405A/18,AYW14049014,1,17797.8, 0.015170 ,810,270,1080,0,49,14,R1B,RP,
3,12,2030006323,KWASI DANSO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C405/18,AYW14049015,1,25699.7, 0.010506 ,485,270,755,0,49,15,R1B,RP,
3,12,2030006324,MRS. WILLIETTE DOBGEY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C206/18,AYW14049016,1,13883.1, 0.019448 ,0,270,270,540,49,16,R1B,RP,
3,12,2030006325,AHOUAGBE CURIAQUE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C412/18,AYW14050001,1,26480.2, 0.010196 ,550,270,820,260,50,1,R1B,RP,
3,12,2030006326,TSORBLEWU-KING PEACE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C411A/18,AYW14050002,1,88225.4, 0.003060 ,0,270,270,270,50,2,R1B,RP,
3,12,2030006327,F.K. TSORBLEWU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C411/18,AYW14050003,1,31432.2, 0.008590 ,270,270,540,270,50,3,R1B,RP,
3,12,2030006328,A. ESILIFIE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C410/18,AYW14050004,1,27695.2, 0.009749 ,810,270,1080,0,50,4,R1B,RP,
3,12,2030006329,CHISTIANA GBESAH,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C409/18,AYW14050005,1,16985.7, 0.015896 ,0,270,270,270,50,5,R1B,RP,
3,12,2030006330,HARRY TAMAKLOE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C408/18,AYW14050006,1,24555.1, 0.010996 ,810,270,1080,0,50,6,R1B,RP,
3,12,2030006331,KINASI DIVINE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C406/18,AYW14050007,1,32121.5, 0.008406 ,310,270,580,500,50,7,R1B,RP,
3,12,2030006332,CEPHAS STSE AKPINI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C413/18,AYW14050008,1,20432.3, 0.013214 ,270,270,540,0,50,8,R1B,RP,
3,12,2030006333,INNOCENT AMENYA,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C414/18,AYW14050009,1,13103, 0.020606 ,0,270,270,270,50,9,R1B,RP,
3,12,2030006334,S.T. WAYO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C415//18,AYW14050010,1,31537.9, 0.008561 ,270,270,540,270,50,10,R1B,RP,
3,12,2030006335,GABREAL EDO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C416/18,AYW14050011,1,9045.7, 0.029848 ,0,270,270,270,50,11,R1B,RP,
3,12,2030006336,C.K. GADZEKPO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C417A/18,AYW14050012,1,31268.3, 0.008635 ,810,270,1080,0,50,12,R1B,RP,
3,12,2030006337,G.KOFI NORSHIE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C418/18,AYW14050013,1,53992.7, 0.005001 ,0,270,270,810,50,13,R1B,RP,
3,12,2030006338,ISAAC Y. BARRY,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,419/18,AYW14050014,1,21779.4, 0.012397 ,0,270,270,270,50,14,R1B,RP,
3,12,2030006339,B.J GADJEKPO,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C417/18,AYW14050015,1,4765.7, 0.056655 ,810,270,1080,0,50,15,R1B,RP,
3,12,2030006340,SHAFIC SHAARANI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,,AYW14050016,1,336111.11, 0.003600 ,3630,1210,4840,0,50,16,R1A,RP,
3,12,2030006341,ANUMU ADEHE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C212/18,AYW14051001,1,16567.7, 0.016297 ,810,270,1080,0,51,1,R1B,RP,
3,12,2030006342,ELIZABETH QUASHIE,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C213/18,AYW14051002,1,13152.1, 0.020529 ,0,270,270,270,51,2,R1B,RP,
3,12,2030006343,MR. REGINA GBAGONA,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C214/18,AYW14051003,1,23215.2, 0.011630 ,0,270,270,270,51,3,R1B,RP,
3,12,2030006344,A. AHIAGBOR,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C215/18,AYW14051004,1,20836.4, 0.012958 ,410,270,680,400,51,4,R1B,RP,
3,12,2030006345,KATE AKABUTU,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C216/18,AYW14051005,1,36091, 0.007481 ,0,270,270,510,51,5,R1B,RP,
3,12,2030006346,GEOGINA AWADZI,14,12,32,230,848,1064,1158,ABELENKPE,ABELENKPE,C218/18,AYW14051006,1,20655, 0.013072 ,810,270,1080,0,51,6,R1B,RP,
