ID,PhoneNO,Account No,business name,new bsuiness type,Bus. cate,CAT1,CAT2,CAT3,CAT4,CAT5,CAT6,Suburb, 2021  Current Bill ,ACTUAL ARREARS, 2021 Outst bal. , DIVISION ,PAYMENTS
3022,20200003496,AYW14092012001,EDWARD K. OPPONG,PRIVATE LEGAL ESTABLISHMENTS/FIRMS,A,23,194,978,978,978,978,DZORWULU,736.4,736.4,1472.8,14,0
3023,20200003497,AYW14092012014,EDWARD K. OPPONG AND ASSOCIATES,PRIVATE LEGAL ESTABLISHMENTS/FIRMS,A,23,194,978,978,978,978,DZORWULU,736.4,736.4,1472.8,14,0
3024,20200003498,AYW14093007001,SWAP TELECOMS,INSTALLATIION OF MAST,D,6,62,258,313,348,348,DZORWULU,780,780,1560,14,0
3025,20200003499,AYW14120006002,I - SAT SOLUTION,INTERNET CAF�,C,6,61,342,342,342,342,DZORWULU,166,166,332,14,0
3026,20200003500,AYW14123001018,SANBAN FOREX BUREAU,FOREX BUREAUX/STAND ALONE ATMS,A,13,111,632,632,632,632,DZORWULU,700,700,1400,14,0
3027,20200003501,AYW14132001002,OMEG BUSINESS AND INTERNET CAFE,INTERNET CAF�,D,6,61,343,343,343,343,AIRPORT WEST,88,88,176,14,0
3028,20200003502,AYW14153003005,ADOM FURNITURE WORKS,GARAGES,D,3,24,88,91,91,91,AIRPORT WEST,100,100,200,14,0
3029,20200003503,AYW14153003008,ABDUL SAMED,GARAGES,D,3,24,88,91,91,91,AIRPORT WEST,100,100,200,14,0
3030,20200003504,AYW14153003011,ISAAC A. Y. B. AMOAH,GARAGES,D,3,24,88,91,91,91,AIRPORT WEST,100,100,200,14,0
3031,20200003505,AYW14153007013,WISDOM T. C. SERVICES,WORKSHOP/ OFFICE OF GOLDSMITH,B,3,24,91,100,100,100,AIRPORT WEST,84.16,84.16,168.32,14,0
3032,20200003506,AYW14153011015,MAI MOIR ENT.,SECOND-HAND CLOTHING,B,16,156,793,793,793,793,AIRPORT WEST RES. AR,200,200,400,14,0
3033,20200003507,AYW14161013003,AFRICA BUILDING PARTNERS,CONTRACTORS- BUILDING/CIVIL WORKS,A,7,78,429,429,429,429,AIRPORT WEST,526,526,1052,14,0
3034,20200003508,AYW14162004002,AFRICANO ELETRO,SATELLITE DISH INSTALLATION HOUSES,B,6,70,292,350,385,385,AIRPORT WEST,182,182,364,14,0
3035,20200003509,AYW14164019003,SA MACHADO,CONTRACTORS (BUILDING/CIVIL),C,7,79,454,454,454,454,AIRPORT WEST,630,630,1260,14,0
3036,20200003510,AYW14192006003,OUTOTEE,MINERAL AND OIL MINING/MARKETING FIRMS,G,21,179,910,910,910,910,AIRPORT WEST,3787.2,3787.2,7574.4,14,0
3037,20200003511,AYW14204001001,YAA  ASANTEWA  HOUSEMANAGEMENT COMPANY LTD.,RENTING OF PROPERTIES AS BUSINESS,C,11,100,591,591,591,591,ROMAN RIDGE,2500,2500,5000,14,0
3038,20200003512,AYW14206005001,DE MASTER AUTO,GARAGES,B,3,24,88,89,89,89,ROMAN RIDGE,315.6,315.6,631.2,14,0
3039,20200003513,AYW14209012003,S. G. S. LTD.,TRADE/CUSTOMS/INSPECT CO.,A,30,218,1112,1112,1112,1112,ROMAN RIDGE,4851,4851,9702,14,0
3040,20200003514,AYW14222001005,BRYANASH WINE & LIQUER,DISTRIBUTORS,C,14,116,460,589,654,654,ROMAN RIDGE,230,230,460,14,0
3041,20200003515,AYW12090006001,INVEST CORP ASSET MGT. LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,NORTH DZORWULU,4944.4,4944.4,4944.4,12,4944.4
3042,20200003516,AYW13026052010,STAR ASSURANCE,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,730,13,730
3043,20200003517,AYW13026057002,MILLENIUM INSURANCE COMPANY,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,730,13,730
3044,20200003518,AYW13033012001,WASHINTON SHOES & BAGS,BOUTIQUES,E,12,101,595,595,595,595,EAST LEGON,100,100,100,13,100
3045,20200003519,AYW13043003002,INVESITEGE CAPITAL PARTNERS LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,EAST LEGON,1998.8,1998.8,1998.8,13,1998.8
3046,20200003520,AYW13106015002,GLITZY KIDS,BOUTIQUES,E,12,101,595,595,595,595,EAST LEGON,100,100,100,13,100
3047,20200003521,AYW13120009001,UBUNTU CAPITAL MICROFINANCE LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,EAST LEGON,1998.8,1998.8,1998.8,13,1998.8
3048,20200003522,AYW13123040002,APEX HEALTH INSURANCE LTD.,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,730,13,730
3049,20200003523,AYW13139004002,EQUITY SAVINGS AND LOANS LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,SHIASHIE,4944.4,4944.4,4944.4,13,4944.4
3050,20200003524,AYW14106008001,MAXMART,COMMERCIAL HOUSES/DEPARTMENTAL STORES,B,5,51,207,262,297,297,DZORWULU,2400,2400,2400,14,2400
3051,20200003525,AYW14116001023,PRINCIPAL CAPITAL LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,DZORWULU,1998.8,1998.8,1998.8,14,1998.8
3052,20200003526,AYW14134004001,BAYPORT FINANCE SERVICES,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,AIRPORT WEST,1052,1052,1052,14,1052
3053,20200003527,AYW14136001001,SYLLA LUXOR GHANA LTD.,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,AIRPORT WEST RES. AR,368.2,368.2,368.2,14,368.2
3054,20200003528,AYW14166003001,GLICO HEALTH CARE,RE-INSURANCE & INSURANCE BROKERAGE,D,13,110,631,631,631,631,AIRPORT WEST,605,605,605,14,605
3055,20200003529,AYW14186012001,DUFRY  & GTDC LTD..,COMMERCIAL HOUSES/DEPARTMENTAL STORES,B,5,51,207,262,297,297,AIRPORT WEST RES. AR,2400,2400,2400,14,2400
3056,20200003530,AYW14021002001,VILLAGE INN,CHOP BARS,D,29,212,794,985,1063,1063,ACHIMOTA FOREST RESI,126.24,126.24,52.48,14,200
3057,20200003531,AYW14114011004,FIDO MONEY LEADING LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,DZORWULU,1998.8,1998.8,1900,14,2097.6
3058,20200003532,AYW13145033001,SUPER GEONA ENT,BEER/WINE / SPIRITS/SOFT DRINK SALES,B,14,118,466,596,661,661,SHIASHIE,1800,1800,1700,13,1900
3059,20200003533,AYW12083001008,MEDI GHANA MICRO FINANCE LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,UNIVERSITY O,1998.8,1998.8,3997.6,12,0
3060,20200003534,AYW12097009003,CCML CO. LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,NORTH DZORWU,1998.8,1998.8,3997.6,12,0
3061,20200003535,AYW12100001004,CBH GROUP,SPECIAL TUTORING (PROFESSIONAL PART-TIME CLASSES / REMEDIAL SCHOOL),F,23,194,731,912,980,980,SOUTH LEGON,526,526,1052,12,0
3062,20200003536,AYW12100004007,CALLENS SOLUTION,SPECIAL TUTORING (PROFESSIONAL PART-TIME CLASSES / REMEDIAL SCHOOL),B,23,194,731,908,976,976,SOUTH LEGON,2700,2700,5400,12,0
3063,20200003537,AYW12100009006,PRUDENTIAL BANK LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),D,13,109,621,621,621,621,LEGON CAMPUS,5260,5260,10520,12,0
3064,20200003538,AYW12103001001,INS SAVINGS & LOANS COMPANY,FINANCIAL INSTITUTIONS (NON-BANKING ),A,13,112,447,568,633,633,W. LANDS,2500,2500,5000,12,0
3065,20200003539,AYW13007023003,RIDWAN CLOTHING,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3066,20200003540,AYW13007023007,SXB COLLECTION,DRESSMAKERS /TAILORS(NON INDUSTRIAL),H,12,105,422,539,604,604,,105,105,210,13,0
3067,20200003541,AYW13009008032,BECCA SEFAH,BOUTIQUES,E,12,101,595,595,595,595,EAST LEGON,100,100,200,13,0
3068,20200003542,AYW13012007005,BLUE HILLS MICROFINANACE,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,EAST LEGON,1052,1052,2104,13,0
3069,20200003543,AYW13012007011,E.O.STEWARDS,MOBILE MONEY,E,13,113,639,639,639,639,,316,316,632,13,0
3070,20200003544,AYW13012018001,COY HAIR & MORE,HAIR & BEAUTY SERVICE PROVIDERS,A,12,102,414,531,596,596,,473,473,946,13,0
3071,20200003545,AYW13013026008,CREDO MONEY LENDING SERVICES,FINANCIAL INSTITUTIONS (NON-BANKING ),H,13,112,636,636,636,636,EAST LEGON,368.2,368.2,736.4,13,0
3072,20200003546,AYW13027004001,THE HIGHNRIDGE GUEST LODGE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,TRINITY COLLEGE,368.2,368.2,736.4,13,0
3073,20200003547,AYW13037006001,QUALITE MUTUAL HEALTH INSURANCE,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,1460,13,0
3074,20200003548,AYW13050028005,IMAGES MULTI PURPOSE,FINANCIAL INSTITUTIONS (NON-BANKING ),I,13,112,637,637,637,637,EAST LEGON,241.95,241.95,483.9,13,0
3075,20200003549,AYW13051010002,HOLLARD INSURANCE,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,1460,13,0
3076,20200003550,AYW13056007001,AFRICA TRUST CAPITAL,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,EAST LEGON,4944.4,4944.4,9888.8,13,0
3077,20200003551,AYW13056028007,LUYDIA OKAI,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3078,20200003552,AYW13056033007,SANTINA COLLECTION,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3079,20200003553,AYW13056033011,ERIC OFORI,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3080,20200003554,AYW13057004001,COSMOPOLITAN HEALTH INSURANCE,RE-INSURANCE & INSURANCE BROKERAGE,D,13,110,631,631,631,631,EAST LEGON,605,605,1210,13,0
3081,20200003555,AYW13059005005,I WEAR CLOTHING,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3082,20200003556,AYW13060006002,GLADYS MARKET,OUTDOOR CATERING ESTABLISHMENTS,D,29,212,794,985,1066,1066,,210,210,420,13,0
3083,20200003557,AYW13061018003,KWESI NTI,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3084,20200003558,AYW13063003003,TASH ENTERPRISE,MOBILE MONEY,,13,113,639,639,639,639,,300,300,600,13,0
3085,20200003559,AYW13064002001,WEALTH MANAGEMENT,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,AMBASSADORIAL ENCLAV,1052,1052,2104,13,0
3086,20200003560,AYW13069009007,WILTON GHANA ACCESSORIES,COMMERCIAL HOUSES/DEPARTMENTAL STORES,,5,51,210,265,300,300,,368,368,736,13,0
3087,20200003561,AYW13071001051,SYTRIS LIMITED,"BOOKS, STATIONERY, OFFICE EQUIPMENT, COMPUTER & ACCESSORY, ETC. SHOPS",G,28,209,776,961,1029,1029,EAST LEGON,750,750,1500,13,0
3088,20200003562,AYW13083006002,GLICO GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,EAST LEGON,368.2,368.2,736.4,13,0
3089,20200003563,AYW13083032002,SARPOD REAL ESTATE CON. LTD.,HARDWARE,G,7,80,474,474,474,474,EAST LEGON,300,300,600,13,0
3090,20200003564,AYW13106027004,VANGUARD ASSURANCE,RE-INSURANCE & INSURANCE BROKERAGE,C,13,110,631,631,631,631,EAST LEGON,730,730,1460,13,0
3091,20200003565,AYW13107013016,ISAAC BOUTIQUE,BOUTIQUES,E,12,101,595,595,595,595,,105,105,210,13,0
3092,20200003566,AYW13123040001,PROGRESS SAVINGS,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,SHIASHIE,1998.8,1998.8,3997.6,13,0
3093,20200003567,AYW13124006002,ALLTERRAIN SERVICE GROUP,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,EAST LEGON,368.2,368.2,736.4,13,0
3094,20200003568,AYW13131001001,BOND SAVING AND LOANS,FINANCIAL INSTITUTIONS (NON-BANKING ),C,13,112,447,570,635,635,,1052,1052,2104,13,0
3095,20200003569,AYW13134001002,APEX CAPITAL PARTNERS LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,SHIASHIE,1998.8,1998.8,3997.6,13,0
3096,20200003570,AYW13143004003,CONSOLIDATED BANK OF GHANA,PRIVATE INFORMATION AGENCIES/LIAISON OFFICE,D,23,192,970,970,970,970,EAST LEGON,5260,5260,10520,13,0
3097,20200003571,AYW14004012001,TESANO GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,TESANO,368.2,368.2,736.4,14,0
3098,20200003572,AYW14005004001,DIRECT SAVING & LOAN,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,TESANO,1052,1052,2104,14,0
3099,20200003573,AYW14007007001,AMISGOLD MICROFINANCE SERVICES LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,TESANO,1052,1052,2104,14,0
3100,20200003574,AYW14011003001,C I G MICROFINANCE & LIFE INSURANCE,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,TESANO,1998.8,1998.8,3997.6,14,0
3101,20200003575,AYW14016015001,TRIPLE CROWN GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,ABELENKPE,368.2,368.2,736.4,14,0
3102,20200003576,AYW14018010004,F & D FINANCE & LEASING CO. LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,ABELENKPE,1998.8,1998.8,3997.6,14,0
3103,20200003577,AYW14027028001,T G FINANCE & LEASING GHANA LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,ABELENKPE,4944.4,4944.4,9888.8,14,0
3104,20200003578,AYW14043019001,SWIGHA GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,ABELENKPE,368.2,368.2,736.4,14,0
3105,20200003579,AYW14061004003,RENAIZANCE CAPITAL SOLUTION,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,ABELENKPE,1998.8,1998.8,3997.6,14,0
3106,20200003580,AYW14061009001,COMMODORE GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,ABELENKPE,368.2,368.2,736.4,14,0
3107,20200003581,AYW14077017005,FIDO MONEY LENDING,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,DZORWULU,1998.8,1998.8,3997.6,14,0
3108,20200003582,AYW14081014001,GHANA BAUXITE CO. LTD. GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,ACHIMOTA FOREST RESI,368.2,368.2,736.4,14,0
3109,20200003583,AYW14094001001,MCOTTLEY CO. LTD,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,DZORWULU,1998.8,1998.8,3997.6,14,0
3110,20200003584,AYW14096009002,EEAR HOLDINGS LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,DZORWULU,1052,1052,2104,14,0
3111,20200003585,AYW14104004002,FIRST TRUST SAVING AND LOANS,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,DZORWULU,4944.4,4944.4,9888.8,14,0
3112,20200003586,AYW14104011003,AQUA PROFESSIONALS LTD.,HARDWARE,G,7,80,474,474,474,474,DZORWULU,300,300,600,14,0
3113,20200003587,AYW14120005001,RIVER CAPITAL MICROFINANCE LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,DZORWULU,1998.8,1998.8,3997.6,14,0
3114,20200003588,AYW14127001001,SPERIFAX GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,DZORWULU,368.2,368.2,736.4,14,0
3115,20200003589,AYW14136017001,BAYPORT  FINANCIAL  SERVICES,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,AIRPORT WEST,1998.8,1998.8,3997.6,14,0
3116,20200003590,AYW14139004001,EQUITY SAVING & LOANS LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,EAST LEGON,4944.4,4944.4,9888.8,14,0
3117,20200003591,AYW14142008001,ALLTIME CAPITAL,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,AIRPORT WEST RES. AR,1998.8,1998.8,3997.6,14,0
3118,20200003592,AYW14153014005,CAPSTONE CAPITAL LIMITED,FINANCIAL INSTITUTIONS (NON-BANKING ),F,13,112,634,634,634,634,AIRPORT WEST,1998.8,1998.8,3997.6,14,0
3119,20200003593,AYW14177018002,PALISADES GUEST HOUSE,GUEST HOUSES/RESORTS,A,29,212,791,976,1048,1048,AIRPORT WEST RES. AR,368.2,368.2,736.4,14,0
3120,20200003594,AYW14189013002,CREST FINANCE HOUSE LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,AIRPORT WEST,4944.4,4944.4,9888.8,14,0
3121,20200003595,AYW14198021001,NESST CAPITAL,FINANCIAL INSTITUTIONS (NON-BANKING ),G,13,112,635,635,635,635,AIRPORT WEST,1052,1052,2104,14,0
3122,20200003596,AYW14224002021,COMMERZ SAVINGS & LOANS LTD.,FINANCIAL INSTITUTIONS (NON-BANKING ),E,13,112,633,633,633,633,ROMAN RIDGE,4944.4,4944.4,9888.8,14,0
3123,20200003597,AYW14224006002,INTERKEK GHANA LTD,INTERNET (DATA) SERVICE PROVIDERS,D,6,71,392,392,392,392,AIRPORT ,6500,6500,13000,14,0
3124,20200003598,AYW14102011003,HARLEQUIN INTERNATIONAL (GHANA),PROFESSIONAL FIRMS ( ENGINEERING),B,23,194,976,976,976,976,DZORWULU,2700,2700,2700,14,2700
3125,20200003599,AYW14024001006,TRANSSNET MUSIC GHANA LIMITED,ONLINE TRADING,A,5,59,331,331,331,331,ABELEMKPE,1000,1000,1000,14,1000
3126,20200003600,AYW14158005001,CONFETTI GIFT SHOP,GIFT SHOP,A,16,144,755,755,755,755,AIRPORT ,210,210,210,14,210
3127,20200003601,AYW12062002001,GOBA KENTE,FABRIC DEALERS,B,12,106,608,608,608,608,WESTLAND,210,842,210,12,842
3128,20200003602,AYW13059025001,HAIR MINES,BEAUTY COMPLEX (E.G. FC BEAUTY),B,3,30,155,155,155,155,EAST LEGON,526,526,526,13,526
3129,20200003603,AYW14020020010,OURGREAT JIREH GROUP LTD,SECOND-HAND CAR DEALERS,C,3,24,128,128,128,128,ABELEMKPE,736,0,736,14,0
3130,20200003604,AYW13083037003,BIOFEM GHANA LIMITED,IMPORTERS WITH WHOLESALE,A,30,223,1137,1137,1137,1137,EAST LEGON,1500,0,1500,13,0
3131,20200003605,AYW14059018002,THE NEW SCHOOL LTD,SENIOR HIGH / TECHNICAL SCHOOLS,C,8,82,491,491,491,491,ABELEMKPE,842,842,842,14,842
3132,20200003606,AYW13092019005,GENELAB LTD,MEDICAL LABORATORY,A,18,160,821,821,821,821,EAST LEGON,579,0,579,13,0
3133,20200003607,AYW14171005001,CORPORATE LEGAL CONCEPTS,PRIVATE LEGAL FIRM,C,23,194,977,977,977,977,AIRPORT,1473,1473,2946,14,0
3134,20200003608,AYW13067034001,AMERICAN REJUVENATION CLINIC,CLINIC,C,18,160,818,818,818,818,EAST LEGON,1000,0,1000,13,0
3135,20200003609,AYW14202004019,SIEMENS ENERGY SAS,POWER ENERGY DEALERS,D,9,87,534,534,534,533,ROMAN RIDGE,14728,0,14728,14,0
3136,20200003610,AYW13013015003,SCOOPS OF NATURE,SNACK BARS,A,29,212,1067,1067,1067,1067,EAST LEGON,526,0,526,13,0
3137,20200003611,AYW14205008004,SUBSEA 7 VOLTA CONTRACTORS,OIL &GAS EXPLORATION,C,21,179,910,910,910,910,ROMAN RIDGE,3787,0,3787,14,0
3138,20200003612,AYW14019001003,PREMIUM LAW CONSULT,PRIVATE LEGAL ESTABLISHMENTS/FIRMS,A,23,194,978,978,978,978,ABELENKPE,736.4,736.4,1472.8,14,0
3139,20200003613,AYW13133002003,ONE DAY PHOTO &VIDEO PRODUCTION,,E,23,194,975,975,975,975,,53,53,106,13,0
3140,20200003614,AYW13037111002,LADIES OBESSESSIONS,,F,23,194,975,975,975,975,,63,63,126,13,0
3141,20200003615,AYW13038024005,AKUS' NAIL,,,23,194,975,975,975,975,,63,63,126,13,0
3142,20200003616,AYW13056024004,ALISCO BEAUTY CLINIC,,E,23,194,975,975,975,975,,68,68,136,13,0
3143,20200003617,AYW13056033009,SHEPHERD PHONES,PHONE SHOP,F,23,194,975,975,975,975,,68,68,136,13,0
3144,20200003618,AYW13027013001,LES-ANN,,D,23,194,975,975,975,975,,75,75,150,13,0
3145,20200003619,AYW13054012002,DUFIE HAIR STUDIO,,D,23,194,975,975,975,975,,75,75,150,13,0
3146,20200003620,AYW13038025002,TILLYENK BEAUTY SPLASH,,D,23,194,975,975,975,975,,76,76,152,13,0
3147,20200003621,AYW13012007010,AMANDA DON-CHEBE,NEIGHBOURHOOD SHOP COMMERCIAL,H,23,194,975,975,975,975,,79,79,158,13,0
3148,20200003622,AYW13085014001,EMMANUEL ENTERPRISE,CONTAINER/SMALL SHOP,H,23,194,975,975,975,975,,79,79,158,13,0
3149,20200003623,AYW13085015001,WITH GOD PROVISION SHOP,CONTAINER/SMALL SHOP,H,23,194,975,975,975,975,,79,79,158,13,0
3150,20200003624,AYW13106005004,LORD IS MY SHEPHERD COLD STORE,NON-IMPORTERS WITH CONTAINER FACILITIES,D,23,194,975,975,975,975,,100,100,200,13,0
3151,20200003625,AYW13026005015,SWEET DELIGHT,COMMERCIAL SANCK BAR,G,23,194,975,975,975,975,,105,105,210,13,0
3152,20200003626,AYW13038022001,HEALTH SECRET,COMMERCIAL(HEALTH SHOP),G,23,194,975,975,975,975,,105,105,210,13,0
3153,20200003627,AYW13038025001,RAFA ENTERPRISE,,C,23,194,975,975,975,975,,105,105,210,13,0
3154,20200003628,AYW13051013001,FINAL TOUCH,LOCAL FAST FOOD,B,29,212,1071,1071,1071,1071,,105,105,210,13,0
3155,20200003629,AYW13060025002,B&J COLD STORE,,F,23,194,975,975,975,975,,105,105,210,13,0
3156,20200003630,AYW13063008004,BROKEN ENGLISH SPA,BOUTIQUE & SPA,E,23,194,975,975,975,975,,105,105,210,13,0
3157,20200003631,AYW13071012001,HAPPINESS ATTIEKE,FOOD JOINT,B,23,194,975,975,975,975,,105,105,210,13,0
3158,20200003632,AYW13051008006,BEST HAIR DEALS,,C,23,194,975,975,975,975,,126,126,252,13,0
3159,20200003633,AYW13038025003,FAITH INN,,A,23,194,975,975,975,975,,150,150,300,13,0
3160,20200003634,AYW13051010004,THE DD'S LAUNDRY AND CLEANING SERVICES,,C,23,194,975,975,975,975,BOUNDARY ROAD,150,150,300,13,0
3161,20200003635,AYW13100010003,DOTIES ENT,,H,23,194,975,975,975,975,EAST LEGON,153.9,153.9,307.8,13,0
3162,20200003636,AYW14135015001,BIFSAT ENT. (HORTICULTURE),,H,23,194,975,975,975,975,AIRPORT WEST,153.9,153.9,307.8,14,0
3163,20200003637,AYW14150013001,RAZ-N,,H,23,194,975,975,975,975,AIRPORT WEST,153.9,153.9,307.8,14,0
3164,20200003638,AYW13013021001,KALUSHIA,ELECTRONIC/HOME APL,H,23,194,975,975,975,975,LA BAWALESHIE RD.FREETWON AVENUE,158,158,316,13,0
3165,20200003639,AYW13026015004,BIRTHDAY INN,DRINKING BAR/LOCAL MFOOD,B,23,194,975,975,975,975,,158,158,316,13,0
3166,20200003640,AYW13051014001,RAIMER COLLECTION,DRESS MAKING/FABRICS,E,23,194,975,975,975,975,,158,158,316,13,0
3167,20200003641,AYW13056028005,MD DESIGNS,DRESS MAKING,E,23,194,975,975,975,975,,158,158,316,13,0
3168,20200003642,AYW13069043001,CHARLOTTE PRIV�,DESIGNER,E,23,194,975,975,975,975,,158,158,316,13,0
3169,20200003643,AYW13108020001,NATURES MARKET,HEALTH SHOP,B,23,194,975,975,975,975,,166,166,332,13,0
3170,20200003644,AYW13007026001,RELELINE APPOREAL,BOUTIQUE( SECOND HAND CLOTHING,B,23,194,975,975,975,975,,200,200,400,13,0
3171,20200003645,AYW13068002002,AXIS RESOURCE LTD,LAND SCAPERS/HOLTICUTRURE,A,23,194,975,975,975,975,EAST LEGON,200,200,400,13,0
3172,20200003647,AYW13074013007,CHOSEN CARDS AND GIFTS,,A,23,194,975,975,975,975,GARDEN STREET,200,200,400,13,0
3173,20200003648,AYW13052010007,FAGATI,,C,23,194,975,975,975,975,EAST LEGON,205.2,205.2,410.4,13,0
3174,20200003649,AYW13037111001,MODEPR RENTAL,CEREMONIAL HIRING SERVICE,C,23,194,975,975,975,975,,210,210,420,13,0
3175,20200003650,AYW13051005001,NEW CENTURY AQUARIUM,FEED MILL/PETS,A,23,194,975,975,975,975,,210,210,420,13,0
3176,20200003651,AYW13071003002,FAMPHY SPOT,DRINKING BAR AND FOOD,B,23,194,975,975,975,975,JUNGLE AVENUE,220,220,440,13,0
3177,20200003652,AYW13012023001,MOM'S VIP,DISTRIBUTION OF DRINKS,C,23,194,975,975,975,975,,230,230,460,13,0
3178,20200003653,AYW13107013019,OBRONI FAST FOOD,LOCAL FAST FOOD,A,29,212,1071,1071,1071,1071,,263,263,526,13,0
3179,20200003654,AYW13010023005,PRERIONS FASHION,BOUTIQUE/DRESS MAKING,D,23,194,975,975,975,975,,295,295,590,13,0
3180,20200003655,AYW13106018001,LUXGUARD LTD.,,C,23,194,975,975,975,975,EAST LEGON,300,300,600,13,0
3181,20200003656,AYW13149003005,ALWAYS LISTEN TO YOUR DOG,DOG FEEDS,B,23,194,975,975,975,975,,316,316,632,13,0
3182,20200003657,AYW13128020001,BRAND EFFECT,,C,23,194,975,975,975,975,EAST LEGON,331,331,662,13,0
3183,20200003658,AYW14001020001,FENGFAN INT. CO. GH. LTD.,,C,23,194,975,975,975,975,TESANO,331,331,662,14,0
3184,20200003659,AYW14020024002,WEBAD COMPANY LTD.,,C,23,194,975,975,975,975,ABELENKPE,331,331,662,14,0
3185,20200003660,AYW14056003002,INVENTMEDIA GHANA LIMITED,,C,23,194,975,975,975,975,ABELENKPE,331,331,662,14,0
3186,20200003661,AYW14094022001,PLATINUM PLANET LTD.,,C,23,194,975,975,975,975,DZORWULU,331,331,662,14,0
3187,20200003662,AYW14127016001,KOBAY LIMITED,,C,23,194,975,975,975,975,DZORWULU,331,331,662,14,0
3188,20200003663,AYW13009006006,HAGGLE STORE,MOBILE HOUSE&ACCESSERIES,D,6,68,374,374,374,374,,350,350,700,13,0
3189,20200003664,AYW13046002002,COMPUFIX LAB,PHONE & ACCESSORIES,D,23,194,975,975,975,975,,350,350,700,13,0
3190,20200003665,AYW13059005004,EXCLUSIVE VARIETY SHOP,,E,23,194,975,975,975,975,,368,368,736,13,0
